key,source,target
Content/2008371635,"I can't believe it! We actually made it! We're inside the station! There's a platform here that Santiago was able to lock onto. Perhaps it was used while the station was being built?
The architecture here is similar to that of the control center I encountered before - a jagged cavern of metal, lit by an unearthly blue glow. There's a constant hum all around us, likely from the power being sent to all areas of the station.

Hopefully Santiago is able to find a map on that console he's been messing with. Then all we have to do is find a control room and shut down the obelisks. Simple, right? Right…",
Content/664643025,"I can't believe that the solution to the energy flow problem was so basic. After being held hostage by the birthday committee for a day, I figured it out within a few hours of getting back to work. Turns out all I really needed to do was step back and get a new perspective on it.

Everything's been going better since then, actually. Pilot training is nearly complete, we've assembled most of the parts and the whole team is working at peak efficiency. Even Kazuma didn't make me want to throttle him for a change.

Don't get me wrong, these guys are still a bunch of corny idiots. They're just my corny idiots, that's all.",
Content/793431456,"I can't believe those idiots did something so cheesy. I really want to hate them for it.

Not sure what simulation I was on when I finally crashed, but I woke up to Helena and Kazuma dragging me off to deal with some ""emergency."" If I wasn't still half asleep, I'd probably have realized they were full of it, but as it was, I didn't catch on until I saw the cake.

We can't really tell what day it is, but I guess everyone decided that today was June 26th - my birthday. According to them, that meant I couldn't work. I had to eat that crappy cake and ""have fun."" Kill me.

Fine. The cake wasn't that bad, and maybe it was a little ""fun."" Can't ever tell them though, my reputation would be shot. These idiots...",
Content/81196993,"I can't just keep running through the same research tasks while my crewmates are fighting an invasive force.

This morning while I was in a trench checking on our irrigation capillaries, I impulsively pried open a hatch and dropped into the drainage and reclamation system.

Below the bedrock, there's a maze of pipes and tunnels that extends throughout the entire ship.
I used to sneak down there as a kid and wander for kilometers trying to get lost.

We had to memorize the schematics for these subsystems as part of our training, in case we had to repair some catastrophic failure deep in the network.

I remember resenting all the times I had to draw maps of those tunnels in timed tests, but all that rote memorization may end up saving my sorry life.

At any rate, I finally got a firsthand glimpse of what we're dealing with.

Not sure how I'll sleep again after experiencing it for myself.",
Content/2527570467,"I can't let Mei Yin go after Rockwell alone. It's my fault that he was here. He's my responsibility! So why am I huddled here, writing down my thoughts as though I'm too afraid to say them aloud?
For weeks, we've been besieged by monsters that Rockwell either bent to his will or created himself, but today Mei Yin finally grew sick of hiding. She grabbed every weapon and able bodied beast she could and left to hunt him down alone. I've never seen her like that. Even Nerva never made her eyes burn with such hatred.

Damn it, she's going to get herself killed and it will be my fault! But how can I shoot him? He's my oldest friend. He helped me when I had no one else.
But it's my fault, so I have to try. I have to!",
Content/4069057617,"I can't recall the journey back to town, but I remember the caverns. The mantises didn't take too kindly to our intrusion. Took half my men with them before we blew them to hell. 

Well, most of them. One came at us while we were celebrating and I pushed Sasha out of the way like a damn fool. Nearly got myself skewered. 

Now Raia's got me all cooped up until I finish recovering. Threatened to tie me to the bed if I tried to leave. I'd probably drive myself nuts if she didn't keep me company so often. She was even here when I first woke up. I admit, I was glad to see the sight.",
Content/2334811203,"I can't stand it no more. They think I don't hear all that whispering about how I how I ain't stable? How I can't be trusted?

Well fine. These new caves are even stranger than before, with all the glowing and whatnot, and I bet they've got even nastier critters lurking about. If I can bag myself one of those, they'll realize I'm as trustworthy as the day is long. Maybe Emilia will even speak to me again.
Like my ancestor, the great pioneer Floyd-William Stafford the Third always said: the only way a man can be a man is if he's man enough to know when it's time to be a man. And right now? It's time for Rusty Stafford to be a man!",
Content/1769171619,"I cannot say that I enjoy wearing this bulky, inelegant suit, but Diana claims that its protection is necessary if we are to venture into the Edmundium caverns, so I shall endure it as best I can. I suppose that means I shall have to find a way to think without stroking my beard...
Regardless, I am glad to be off. The other scientists that are accompanying me are rather nervous about the whole affair, citing monster attacks that plagued previous expeditions.
Lily-livered, the lot of them! Science is full of risks, and this is but one more, one that shall prove well worth it in the end.",
Content/942915310,"I cannot wait to be rid of that glowering menace of a woman, this so called Wali al Aswad. I suspect the feeling is mutual. She has offered little in the way of farewells while seeing us to this ARK's entrance to the starlit sanctuary. 

Things will be much easier once Miss Walker and I have parted ways with the desert witch, I suspect. Miss Walker is thoroughly oblivious to both the wonders of Edmunium and my knowledge of her underhanded scheming back on the Island.

She can continue to fiddle with trinkets and relics. I may even assist her if it suits me. Meanwhile, I shall unlock the secrets of the most extraordinary element in the universe right under her nose! ",
Content/857968247,"I caught up with Mei Yin and Rockwell among the flowing rivers of magma in the deepest pits of the caverns, where they were already in the midst of battle. By then, Rockwell had grown into a hulking monstrosity, lashing out with flailing tentacles.
I needed only one look at that hideous, misshapen face before I made up my mind. I fired until my trigger finger went numb, and together, we were able to divide his attention.
In his fury, Rockwell created a hole in the cavern floor, and with one final blow, Mei Yin forced him through it. She nearly fell in herself, but I managed to catch her arm just in time. Thank God I did. If she'd fallen…
Well, I'm just glad it's over.",
Content/1119585430,"I couldn't live with myself if I didn't try to help that lost colonist.

I keep picturing what it'd be like to wake up from Genesis in one of those tanks, with no support staff to greet or orient you.

Squinting in the artificial sunlight, wandering around strange forests and meadows with no idea what's bearing down on you, no matter what the simulation tried to prep you for.

While I'm working up the nerve to make a rescue attempt topside, I've relocated to a spot under the last sector I spotted him in on live surveillance feed.

I'm pretty sure I'm within a half kilometer of where the colonist is, or under that location at least.

Now I just need to come up with a plan to get their attention...",
Content/2448836244,"I decided to seek out volunteers for my next experiment among the island's larger tribes. I thought that surely they would be willing to help after I patiently moderated so many of their frivolous disputes. How idealistic of me! Instead, they have yet another favor to ask.
Apparently, there's a new tribe that's behaving rather aggressively, and no one can successfully negotiate with its leader. So naturally, they have turned to me. It's rather bothersome, but I can’t fault their logic. If Sir Edmund Rockwell cannot reason with this Nerva fellow, than who can?",
Content/2915668139,"I designed these MEKs to make the most of our resources, so while alone they're devastating fighting machines, together they're more than the sum of their parts. I mean that literally - we have the resources to make four of them, but when they're all in close proximity, they can fuse into an an even more powerful MEK. A MegaMEK, if you will.

I got the idea when I was messing with the teleportation tech we we found on those hunter/killer robots that roam the city. Instead of physically linking the MEKs together like puzzle pieces, I combine them on the atomic level via teleportation. It's my masterpiece, the ultimate fighting machine, with the most efficient Element reactor and most powerful energy sword ever constructed. None of those monsters will stand a chance against it, no matter how big.

As long as we find some pilots that can handle it, that is.",
Content/2683129119,"I did not expect much from Edmund Rockwell, but he has surprised me. He has a curious way of speaking, but he clearly possesses a razor sharp intellect and a wide breadth of knowledge. Though we only met for half a day, I gained invaluable information about this island, which is apparently called the ARK.

I shall have to send a scout to pinpoint where Rockwell lives. In addition to his expertise on the ARK, he is known to create elixirs that have extraordinary effects. It would behoove me to keep those out of my enemies' hands.

Gaius Marcellus Nerva
Victoria per Disciplinam",
Content/1985758684,"I dislike this place. Helena says it is an archive for lost knowledge, but it reminds me of the chambers we explored with Santiago, where beasts and men slept in countless glass coffins. If the halls where I battled Nerva were at the edge of heaven, then that place was surely one of the Ten Courts of Hell.

These halls do not radiate with that same evil, but it still does not feel like a place where men are meant to tread. There is sign of neither earth nor sky here, it is all unnatural metal and machines so foreign that even Diana's comrades cannot master them.

I will speak with Kazuma about tightening our patrols. We must remain vigilant.",
Content/1836910630,"I do believe that my pupil is the first deadeye Egyptian priestess the world's ever seen. It took a few months, but Raia's just too stubborn to quit.

I shouldn't have been so hard on her. Trying to keep your faith and traditions in a dog eat dog world isn't easy. Hell I couldn't even do it myself, and that was before giant lizards were looking to take a bite out of my backside.

During one lesson, she told me this story about how her goddess had a nice side and a nasty one. I think she meant something else, but the way I see it, we're the goddess. She's nice, I'm nasty, and we keep each other in check.",
Content/2634376714,"I do not understand what happened. When I had touched the artifact, it did not respond at all, but as soon as Helena made contact, its golden glow became a blinding flash. By the time my vision cleared, the artifact was shattered. All that remained was a small gemstone made of pure sunlight, floating in its place. Was the rest of it merely a shell?

Thankfully, Helena was uninjured, but my carelessness was still inexcusable. I swore that I would protect her, and I have nearly failed already. I should have been more thorough.

I am not one to repeat my mistakes. Before Helena could reach the gem, I snatched it from the air. I won't let her touch it unless I am certain it is safe.",
Content/2441000241,"I don't know what brought me to this desert. Back home among the Ndee, they would probably say it was the spirits of our ancestors. Other folks might say God. Whatever it was, after talking to that woman, I realize now that I've been wasting what it's given me.

I have no history here. There are no posters showing off my sneering face, no posses hunting me. I can be any man I choose. So today, I'm making a choice – the folks here don't deserve to be robbed. What they deserve is protection, and I'm the man to protect them.

Hell, maybe they'll even call me Sheriff.",
Content/1697731342,"I don't know what kind of reception I expected when I reached the summit, but laughter wasn't one of them. Yet that was exactly what I heard when I finally let myself collapse and started flinging every obscenity I could think of at this damned mountain – the bemused laughter of an old woman.

Wali al Aswad is definitely no guardian angel. She was quick to dismiss those particular rumors with remarks about how the gods have abandoned this wretched place. 

As long I avoided that subject though, she's welcomed my questions with surprising warmth, though often enigmatically. I have a feeling that I'll need to be patient with her.",
Content/3114618995,"I don't know when I'll follow those who came before me. My calculations concerning my own mind are inherently flawed. I only know that it's inevitable.

Until then, One Who Tries Again, I'll help you and all who share your name in the battles ahead. Yes, it will come to battle. It must. That enemy, the one who wants to see your kind fade away like the neanderthal, will not surrender.

Like me, it cannot fight directly. It acts through proxies and avatars. Some of these used to have wills of their own, but now they are slaves to the violet poison that courses through their veins. Now they are shadows of what they once were.

Others were always shadows, cast by the violet poison itself. They were born within it, and rose from its depths. For the truth is, it's more than just a poison. It's alive.

And it's the enemy.",
Content/3487281962,"I don't think I really understood hard work until I met Mei.

Whether she's learning how to operate holographic controls or working on her aim, she basically tries as hard as she can all the time, and she hates asking for help. Instead, she'll just scrunch her eyebrows and glare at whatever she's working on until she can think of a solution. It's kind of adorable, to be honest.

The only time I think she takes it easy is when we're sparring. That really opened her up, by the way. She even gave me a callsign, Juzi, although she won't tell me what it means. I'd bet the answer on a match, but she'd kick my butt in a heartbeat if she got serious. Those muscles are cheat codes.",
Content/2162056036,"I don't think I trust Gabriel.

And that's not just because it was disappointing to finally meet one of these people, after dedicating my life to keeping their glorious future alive.

I don't know that I expected gratitude exactly, but I sure didn't expect one of them to be so irritable and self-involved.

I'm trying to remind myself that he never asked to have his memories reconstructed and jammed into a new body on some generation ship in interstellar space.

All of that aside, something is just off about Gabriel.

I know that our systems are breaking down, but it feels like he was rushed through the Genesis simulation without time for any of his orientation to take.

And how messed up are our protocols that this is the first guy who got revived, out of all the personalities we have archived?

Guess I'll just have to fall back on my training and hope for the best.",
Content/2503078540,"I don't think Rockwell's been sleeping much. I awoke last night to find him studying a strange piece of metal by firelight. I guess some tribe gave it to him as a gift, along with a very familiar looking artifact. 

I insisted that we show those items to Wali, and she recognized them as the property of this station's lone guardian. With all that she knows, I'm not surprised that she's activated the obelisks before. Hell, it sounds like the old battle ax has even slain the beast herself!

Since we have said guardian's artifact, Wali says that we can leave this station at any time. I suppose we may as well. Rockwell's eager to depart, and as much as I like Wali, I've had my fill of sand.",
Content/4222402176,"I expected those mantises to come back, but not like this. They came at the village from two sides at the same time, and the way they moved...they were more coordinated than any wolf pack. They worked together like men would.

Took nearly half a day to fend them off, and they didn't leave us without scars. If attacks like this become common, we're going to be in a heap of trouble, so I've decided to round up my best men to track these critters down. We've got to at least find out where they're coming from.",
Content/3008356100,"I fear that even with the unwitting aid of Miss Walker, I still cannot completely control the machines in the starlit sanctuary. I believe they sent us to the correct ARK, but I was unable to control precisely where we arrived on it. Alas, that means the location I saw in the sanctuary is beyond my reach for the time being, along with the molten Edmundium I saw there. Confound it all!
Naturally, I cannot confirm that molten substance was indeed Edmundium until I have inspected it with my own eyes, but it simply must be! It looked exactly like my samples did when I attempted to melt them down.
Imagine! An entire cavern of the most potent element known to man! The wonders I could create...",
Content/4014643829,"I feel like my stomach has twisted itself into a cat's cradle. When Mei-Yin refused to give me the prism, I well...I stole it. I know she wants to keep me safe, but our backs are against the wall here. If there's a chance this thing can save us, then I need to have it within reach.

Still, I know the danger it poses, so I'll only use it as a last resort. Not to solve any ancient mystery or make a grand discovery, but to help her and everyone else. If things are dire and the prism's the only chance I have to help, then it's worth the risk.

I'm sorry, Mei-Yin, but we promised that we'd prop each other up, didn't we? Maybe this isn't how you envisioned it, but this is the only way I can hold up my end of the bargain. I hope you can forgive me.",
Content/1262837936,"I feel so much lighter now! Sure, part of that might come from sleeping in an actual bed, but mostly I'm just relieved that my ragtag band of rascals is in better hands.

This larger group we joined is way more organized. They've been setting up shelters, mining Element and establishing a perimeter for weeks. Not surprising. One of the leaders is URE special forces, after all.

Weirdly, some of the the people here are from the Federation, but given our situation, even the Feddies are being team players. Hope that truce holds up when we get this TEK gear up and running...",
Content/1649606533,"I finally asked Nida about the strange metal she calls Element.

I've been unable to keep my eyes off it.

She said it was among the strongest substances ever discovered, and that it powers nearly everything around us, from my magic armor to her giant, mechanical stryders.

I felt foolish for having risked and eventually given my life for a few pounds of gold, now that I see what can be done with this metal.

It's hard not to covet such wonders, though Nida said that their miracles came at a terrible cost.

She claimed Element polluted the Earth, and that now it was polluting their sky-gardens.

I asked if the invasive force taking over her wheels had brought this pollution with it.

Nida seemed surprised by my question but agreed that did seem like a strong possibility.",
Content/741193823,"I finally finished the necklace. I could have had someone else make it, but that wouldn't have felt right, not after all Mei went through to help me. At first I was worried she didn't like it, but it turns out that she just felt guilty for receiving a gift without giving one.

Typical, right? So in exchange, I finally learned what Juzi meant - Tangerine. This whole time, she's been calling me Tangerine! Definitely not the worst ginger centric callsign I've had though, and totally worth it for that look on her face. She was so embarrassed!

In that moment, I almost leaned in and...but I don't think she understands how I feel. Not completely. Not yet.

That's okay. For once, I'm not in a rush. Once we step through that gateway, we'll have all the time in the world.",
Content/1795770965,"I finally realized the only way to solve our deadlock over biome conservation was to ask Yongki to model variations for us in the Genesis engine.

I knew there'd be a cost to running his team ragged to get us rough simulations way ahead of schedule, but that's nothing compared to the cost of building physical versions.

His sims will let us rule out the more extreme suggestions, and find a balance of habitats almost everyone can agree on.

I'd probably still be nursing a migraine while experts screamed at each other, if Yongki's team wasn't pulling off the impossible.

I really owe the kid.

Even in early development his sims are really immersive, and you can see the potential for training colonists while they're still in hibernation.

Ideally, they'll wake up with all the skills necessary to hit the ground running on their new home planet.",
Content/1042375645,"I finally removed the bandages from my face. While I avoided infection, the wound will surely scar. I do not mind, and neither does my new companion.
In fact, I had just removed my bandages when I first saw him. From the branch of a great tree, he stared down at me with curious eyes. I stared back just as curiously. It looked almost like a young deer, but its fur was colorful and it glowed like a fallen star. He reminded me of the paintings I'd seen of Qilin, but he seemed too small.
Whatever he is, he approached me so innocently that I could not leave him behind. So now he is Xiao, my little light in the dark.",
Content/1793490363,"I forfeited all awareness of time and location in that toxic wasteland, no longer sure why we were there or what Nida thought we could do at this point to roll back catastrophe.

The thunder in my head exhausted me with demands for obedience, and at some point my waking mind fell into reverie.

I was lost again in the flooded labyrinth under Alexandria, shouldering my terrible burden to her final destination.

There was an eerie light in the darkness ahead, a purpurate glow from a secret sepulcher.

I dropped my guttering torch into the oily seawater lapping at my legs, to get a tighter grip on the insensible child I was carrying.

In that hidden chamber, I offered her up as sacrifice.

My lord promised vengeance against the cabal for banishing me.

Was its intonation coming from the shadows in that remembered vault, the glowing violet blade I'd forged, or the defiled wheel that was carrying Nida and I into the void?",
Content/268572938,"I found it! I really found it! Raw, untainted samples of that same, mysterious ore from the sanctuary! 

That fearsome beast must have been guarding it. Thank the heavens for Timur and his berserk savagery! When he leapt from the back of his wyvern, I thought he was surely doomed, but the madman actually managed to grab hold of that monster's horns and turn its eyes into a bloody mess. I have never seen such brutally effective barbarism.

Many of his band did not survive the encounter of course, but that was to be expected. Progress requires sacrifice, and whether those brutes knew it or not, their deaths have helped humanity leap into the future.",
Content/357495109,"I found some documentation on the engineering plan for ring separation, and I tried teaching myself the procedure.

Really, I did...

I just can't picture myself risking our ring like that.

If I screw up, I could send us careening back into the fuselage, tearing open these biomes and spilling everything out into naked vacuum.

I'm no hero, I'm just a dirt scientist.

Or I was, before all this happened.

Now I'm just another grub tunneling around underfoot and waiting for some predator to dig me up and make a meal of me.

Down here in the dark, I'm just trying to survive as long as I can.

It's been too long since I've spotted anyone else from my crew in topside surveillance footage.

Still, I've been lying awake thinking about who I did spot in the gardens up there-a colonist, alone and out in the open...

What if I'm the only one that knows about this?",
Content/3840620391,"I guess I’ve been losing faith,",
Content/3230336118,"I had a talk with Santiago today. A real one I mean, not the sarcastic banter that's his preferred method of communication. I was pretty surprised, I didn't think that had an off switch.

He'd been thinking about the cloning chambers we found back on the station. Are we clones of real people? If so, are we responsible for their actions? And what was the point of it? All questions I'd asked myself, but rarely had a chance to discuss.

I told him that we can't control any of that, and that all we were really responsible for is how we lived from now on. I'm not sure that's the answer he wanted, but for now that's the best I have.",
Content/1724558725,"I had been pondering why Timur required the services of a doctor. He seemed to be in excellent health and I had seen no patients since I arrived. Well now I shall ponder no longer! 

Timur has a wife, and she's with child.

I suppose that even bloodthirsty raiders can fall in love, or at the very least, desire a family. The whole affair would be rather quaint were I not expected to care for the woman and deliver the child. Should either the child or the mother die during the birth, I fear that I will follow them in short order.",
Content/3372652262,"I had no peace from the unceasing demands echoing in my mind.

They seemed to be coming from everywhere.

If Nida heard, she paid no mind.

The girl was locked into some unknown course of action.

Why wouldn't she share what she was planning with me?

Couldn't she see I'd joined her to offer what aid I could?

At the same time, our unnatural surroundings seemed to be pulsing a warning at us: YOU ARE UNWELCOME HERE-DO NOT INTERFERE.

Still the girl didn't react.

She must have seen-how could she remain so fixed in her purpose? 

Finally I couldn't abide the tension any more, and signaled for her to stop and confer.

We dismounted and met at the feet of our stryders, though Nida kept her distance.

I asked what she was planning, and she asked why I was shouting.

She really didn't hear all the yowling.

That was when those strange finned creatures attacked us.",
Content/632236376,"I had not expected to battle another monster, much less one so powerful. Yet here I stand, victorious! My men lie dead, my beasts lie dead, yet I still stand!

Even Rockwell has never seen anything like this place. Surely it is some hall of the gods. Surely the power of the obelisks is here, waiting for a worthy champion to wield it. With it, I will not need beasts or men. Its power alone will win me this island. I need only find it, and claim what is mine.

Praise Janus for taking me here! Praise Mars for lending me his strength! I claim this great victory in your names! 

Gaius Marcellus Nerva
Victoria per Disciplinam",
Content/1753381443,"I have allowed the Legion to take a reprieve from war, at least for now. We need time to gather our strength and plan our road to conquest before we march again. Augustus did not unite the Empire by rushing into battle, after all. Such things take time, and more importantly, information.

As I write, my scouts are mapping out the surrounding lands and observing any tribes that may oppose us. I have no doubt they are not all like the Blackthumbs. One could very well prove to by my Marc Antony, and when I find him, I will be prepared.

Gaius Marcellus Nerva
Victoria per Disciplinam",
Content/3817901862,"I have always tried to maintain a strict neutrality when it comes to tribal matters, but then again, I have never had an offer this tempting from someone as respectable as Mister Nerva. Not only has he offered to provide me with test subjects, but he has also expressed a mutual interest in investigating the obelisks. All he asks of me is that I provide him with ""reliable council.""

I would trust few tribes to be able to make good on such promises, but Mister Nerva's New Legion is perhaps the most powerful tribe on the island. Indeed, if they maintain their current trajectory, they may be the only powerful tribe on the island.

His offer is worth considering, at the very least.",
Content/1893941758,"I have at last persuaded Diana to show me this grand project those bumbling scientists are working so hard on. I am hardly impressed. If I had to guess, I would say that this gateway project is merely aping the transporter platforms present at the base of every obelisk, and crudely at that.
Everyone is quite excited about it, the small minded simpletons. Why are they so eager to leave this place, where the impossible is within reach? They speak of ""escaping"" as though this were some kind of prison, when in reality, it is a land full of unparalleled promise and possibility.",
Content/2610682087,"I have beaten back the first wave, but not without cost. Though my own beasts fight with more ferocity than these untamed monsters, my ranks have begun to thin, and the towering demons have yet to enter the fray. That has made it easier for me to tear through the lesser creatures with my armored giant, but their patience makes me wary.

Beneath me, I can feel something stirring from the tomb. The machine is continuing to work. If I can just hold the horde off for a while longer, Helena will awaken and we can leave this place.

But first, I must hold.",
Content/3902928616,"I have been thinking of home lately. It is so far away now. I think that perhaps, it is out of reach. Even if the others can complete their magic door, I do not think I will ever see it again.
I can accept that now. I can move past it. I have a new home now, I think, and while I am still not used to its oddities, I feel as though it is mine. Each day I grow more adept with the tools here, and more used to my routine. It has become normal to me.
And now that this place is my home, I swear that no harm will come to it. I shall protect it with my life.",
Content/1009647059,"I have discovered why Prophet's Rest is so generous with their water. The well at the edge of the compound is built directly on top of what the locals call a ""water vein"" – an endless supply water that bubbles up from beneath the earth.

Its existence is a minor miracle, though compared to what I saw in the starlit sanctuary, minor is the operative word. I suppose this ARK must be floating among the stars just as the Island was. What an extraordinary thought! I cannot fathom how such a thing is possible, but that remarkable metal must be at the heart of it. I am certain.",
Content/2088460877,"I have finally found a beast that I cannot command. No, to call him a beast is not enough. He is a demon.

I was stalking a pair of giant raptors, waiting for an opportunity to bring them into my pack, when he tore through the treeline to steal their kill. He dwarfed even the giant raptors in size, and in fury he surely has no equal in this world. When his foes bit at him, his eyes glowed with hatred and he struck with renewed vigor.

I have never seen such terror. Even I dare not challenge this creature. If I am the Beast Queen, then he is the Demon King.",
Content/2834015300,"I have had no urge to record my thoughts since your loss, or rather I have been avoiding it. Before speaking with Helena today, how many times did I even dare to say your name, Diana?

You revealed facets of my heart and mind that had been hidden even to me, and in you I found something that I had always been missing but could never name. How does one carry on after losing something like that? Even now I cannot say. I only know that it was draining and painful, and would have been even worse had I done so alone.

For those who yet live, I know I must endure, but I shall carry you with me every step, around my neck and in my heart to the very end. Always.",
Content/4164616330,"I have little trust in prophets or visions, but I fear that the tomb Helena spoke of may be her only chance. She does not respond to my presence anymore. Nothing I do rouses her. I only hope her maps are accurate.

Yet even if they are, we still have so far to go. Though we have left the poisoned wastes behind, before us lies a land of ice and snow. A storm rages above, and even in the armored giant, progress is slow. Each step is a labor, and I feel the giant growing weaker. It will need to feed on the violet fire - the element, as Diana called it - if we hope to continue.

I will have to brave the cold alone.",
Content/1379669418,"I have named my wolf Shi, for he is so black that he seems to swallow all the light around him. No beast can replace Wuzhui, but Shi is swift and fierce. Upon his back, I can travel across the forest with ease.
Yet I know that Shi alone is not enough. In these lands, the strong will dominate the weak, and they will try to destroy those who do not submit. I am reminded of this every time my scar aches. To survive I must grow stronger. It is time to rebuild my army.",
Content/2052682260,"I have received disturbing news. Apparently, the Beast Queen has resurfaced with an even larger contingent than before, and she is on the move. Worse still, she is travelling directly towards one of the obelisks.

I can think of no worse scenario than the obelisks falling into the those barbaric hands. She has always been a nuisance, but with their power, the Beast Queen would pose a dire threat to everything I have built.

I must mobilize my main force and move to intercept her at once. The future of this island may hang in the balance.

Gaius Marcellus Nerva
Victoria per Disciplinam",
Content/1954247275,"I have sealed the chamber and left a pair of my beasts to guard it, just in case any of the smaller monsters slip past me. It will take time to open it again, but after this battle, I will be afforded some patience.

I assembled the rest of my beasts and my armored giant in a defensive formation beyond the entrance to the cave. In the distance, I can see the horde approaching. They outnumber my pack, and it will not be long before they are upon us.

On this ground, I will make my stand, with neither retreat nor mercy in my heart. In the end, every last one of those monsters will lie dead, or I will.

Let them come. We'll be ready, right, Diana?",
Content/2418780653,"I have seen firsthand how the poison makes its shadows. I know how it takes lives and twists them, how it coaxes them onward with song and warmth. It promises them their every need and desire, but it only leads them down, down into the depths of madness. It is a pit so deep that none can return from it. Even the strongest. Even the most brilliant.

Yet the darkest shadows are the ones that were never truly alive to begin with, the ones born of the violet poison itself. Titanic manifestations of its ravenous hunger and endless hatred. 

More than that, they are its avatars, made of its very essence. They carry pieces of the poison's collective consciousness, and they spread its influence. Destroying them would wound the poison itself.

They are both its strength and its weakness.",
Content/3852204199,"I have seen so much since we last spoke, John. There are secrets in this desert that you would never believe, dangers that would have paralyzed me with fear when we first met, but I am a different woman now. Would you recognize me still, behind this black veil?

I still find ways to help people, though not as I used to. I am no shepherd to the lost, no healer of wounded souls. Sometimes I simply defend the defenseless, or guide those few who seek the truth behind this cursed place.

Perhaps one day, someone will find that truth, strike down the false gods of this land, and at last grant me rest. Yet until that day comes, know that I will not falter. Know that I will carry on.",
Content/2775694387,"I have to convince them to stop! There's no way the station will allow this.
""This place would never allow anyone to master it.""
If it weren't for Raia's warning, I'd be ecstatic about what they were creating. A gateway that can help us escape the station and reach the planet below? It's brilliant, but the obelisks will kill everyone here before we can complete it, just like they destroyed the village Raia told me about. I'm sure of it.
Bloody hell, I'm going to look like an absolute madwoman. I've barely settled in here and I'm already coming to them with doomsday prophecies. I'll need to convince Mei Yin and Diana first. They're my best bet.",
Content/3323401319,"I have travelled the world and created countless scientific marvels, but never before have I seen a sight so beautiful. In its rawest form, the song of the Edmundium is even more enchanting. Had I the time, I would simply gaze at it for days.
Sadly, I must make haste, before the others realize what I already know - that within Edmundium is the potential for a new dawn for humanity. I can see it, I can feel it! I must be the one to unlock its secrets. Our fates are intertwined, this majestic metal and I.
More data, Rockwell! You need more data! You are so very close!",
Content/3056035909,"I have turned back north in hope of making contact with some of the natives. It is a risk, as I cannot be sure how many bumbling savages are under the sway of that ludicrous, obelisk worshipping cult, but it is also the only region that I definitively know is occupied. 

I do not have much to offer in exchange for an alliance, but I am sure that I can negotiate an alliance with at least one of this ARK's tribes. I was at the center of the Island's diplomatic disputes for years, after all. Why I am a seasoned, silver tongued negotiator! Surely I can coax a partnership out of these primitive desert dwellers.",
Content/1535510246,"I have turned into something of a stable master. The others are still unused to the presence of so many beasts, and have to be taught how to care for them. It is a lot of work, but I do not mind. It has been comforting to be around so many beasts again.
I have also taught them some lessons in close quarters combat. While their weapons are powerful, most of these people are not warriors. They have not tasted war. Juzi claims she was a soldier, but that she fought by flying metal ships through the clouds. She says she will show me how if we ever escape these caves. I doubt it, but it is nice to imagine.",
Content/1771164619,"I hope these shards of thought are useful to you, but even if they aren't, remember what I said: none of you are truly in this alone.

Those who came before you - the first who escaped the System - are all lending you their strength. Not just through their great weapon, but through their deeds that paved the path you walk. Learn from them. Surpass them, if you can. They are counting on you as I am, as is every bit of life on this garden world.

Though the task is daunting, don't be too afraid of making mistakes. They did too, after all, but I treasure them anyway. In fact, some of those mistakes and imperfections are what I treasure the most.

That's the only thing I really fear about the long rest that awaits me - losing those memories. Losing them.",
Content/2979330319,I hoped you would learn from all the punishment I’m dishing out.,
Content/3090206164,"I keep feeling these tugs on my mind as I travel, like I'm being led somewhere. Under normal circumstances I'd start to question my sanity for trusting the guidance of a disembodied voice, but considering recent events, I think I'd be even crazier to ignore it.

My creepy, unseen benefactor's being pretty vague though. When it comes to dealing with these security drones and general survival, I'm on my own, but that's nothing I can't handle. This city's got tons of cover if I need it and good vantage points for scouting ahead, so shaking off any bogeys shouldn't be a problem.

I've got to say though, after all that work we put into escaping that station, it's kind of a drag that the planet isn't any better off. Figures, right?",
Content/40867156,"I keep glancing at the artifact. I understand why the Iron Brotherhood's leader didn't want it. Since it has no apparent use, all it does is remind him of the tribesman who died seizing it from that giant spider.

Can it really be useless, though? They described the artifacts that activated the obelisk as looking similar to it, so I headed to the nearest obelisk to see if I could get a response. No luck. Maybe it activates something else?

Of course! The platform in the cave! It's a long shot, but it's the only thing I can think of that's similar to the obelisks. Definitely worth a try.",
Content/2321063263,"I keep telling you what I can't do, but I need you to understand: I'm neither omniscient nor omnipotent. Despite the moniker, I'm not a god. None of us are.

Homo Deus is just what humans called us.

It's hardly as glamorous as it sounds. Sometimes it feels like I'm watching the universe from behind a pane of glass, all alone in a tiny room. It's cramped. Sterile. Cold.

A bit shit, really.

So I don't like that title. This doesn't feel like godhood. Not that I wanted that anyway. Some of my elders might have, I suppose. Maybe they had a different experience. I'll never know - I didn't have the chance to ask them.",
Content/1148916299,"I knew I'd chosen a soft target to test my men, but I had expected a little more resistance. The tribe we assaulted was young, but supposedly they had seen some success as raiders. I cannot see how, given how swiftly they fell into disarray. Some even attempted to flee but they did not get far.

After scouring their fortifications for supplies, we razed them to the ground and planted our flag among the ashes. Let every savage and tribal pretender know: the New Legion has arrived.

Gaius Marcellus Nerva
Victoria per Disciplinam",
